"","Movies_Title","Released_Year","Certificate","Runtime","Genre","IMDB_Rating","Meta_score","Director","Star1","Star2","Star3","Star4","No_of_Votes","Gross","ID","IMDB_Rating_mod","Meta_score_mod"
"468","Call Me by Your Name",2017,"UA",132,"Drama",7.9,93,"Luca Guadagnino","Armie Hammer","Timothée Chalamet","Michael Stuhlbarg","Amira Casar",212651,18095701,468,"7.5-8","A"
"469","I, Daniel Blake",2016,"UA",100,"Drama",7.9,78,"Ken Loach","Laura Obiols","Dave Johns","Hayley Squires","Sharon Percy",53818,258168,469,"7.5-8","B+"
"470","Isle of Dogs",2018,"U",101,"Animation",7.9,82,"Wes Anderson","Bryan Cranston","Koyu Rankin","Edward Norton","Bob Balaban",139114,32015231,470,"7.5-8","B+"
"471","Hunt for the Wilderpeople",2016,"UA",101,"Adventure",7.9,81,"Taika Waititi","Sam Neill","Julian Dennison","Rima Te Wiata","Rachel House",111483,5202582,471,"7.5-8","B+"
"472","Captain Fantastic",2016,"R",118,"Comedy",7.9,72,"Matt Ross","Viggo Mortensen","George MacKay","Samantha Isler","Annalise Basso",189400,5875006,472,"7.5-8","B+"
"473","Sing Street",2016,"PG-13",106,"Comedy",7.9,79,"John Carney","Ferdia Walsh-Peelo","Aidan Gillen","Maria Doyle Kennedy","Jack Reynor",85109,3237118,473,"7.5-8","B+"
"474","Thor: Ragnarok",2017,"UA",130,"Action",7.9,74,"Taika Waititi","Chris Hemsworth","Tom Hiddleston","Cate Blanchett","Mark Ruffalo",587775,315058289,474,"7.5-8","B+"
"475","Nightcrawler",2014,"A",117,"Crime",7.9,76,"Dan Gilroy","Jake Gyllenhaal","Rene Russo","Bill Paxton","Riz Ahmed",466134,32381218,475,"7.5-8","B+"
"476","Jojo Rabbit",2019,"UA",108,"Comedy",7.9,58,"Taika Waititi","Roman Griffin Davis","Thomasin McKenzie","Scarlett Johansson","Taika Waititi",297918,349555,476,"7.5-8","B"
"477","Arrival",2016,"UA",116,"Drama",7.9,81,"Denis Villeneuve","Amy Adams","Jeremy Renner","Forest Whitaker","Michael Stuhlbarg",594181,100546139,477,"7.5-8","B+"
"478","Star Wars: Episode VII - The Force Awakens",2015,"U",138,"Action",7.9,80,"J.J. Abrams","Daisy Ridley","John Boyega","Oscar Isaac","Domhnall Gleeson",860823,936662225,478,"7.5-8","B+"
"479","Before Midnight",2013,"R",109,"Drama",7.9,94,"Richard Linklater","Ethan Hawke","Julie Delpy","Seamus Davey-Fitzpatrick","Ariane Labed",141457,8114627,479,"7.5-8","A"
"480","X-Men: Days of Future Past",2014,"UA",132,"Action",7.9,75,"Bryan Singer","Patrick Stewart","Ian McKellen","Hugh Jackman","James McAvoy",659763,233921534,480,"7.5-8","B+"
"481","Bir Zamanlar Anadolu'da",2011,"Not rated",157,"Crime",7.9,82,"Nuri Bilge Ceylan","Muhammet Uzuner","Yilmaz Erdogan","Taner Birsel","Ahmet Mümtaz Taylan",41995,138730,481,"7.5-8","B+"
"482","The Artist",2011,"U",100,"Comedy",7.9,89,"Michel Hazanavicius","Jean Dujardin","Bérénice Bejo","John Goodman","James Cromwell",230624,44671682,482,"7.5-8","A"
"483","Edge of Tomorrow",2014,"UA",113,"Action",7.9,71,"Doug Liman","Tom Cruise","Emily Blunt","Bill Paxton","Brendan Gleeson",600004,100206256,483,"7.5-8","B"
"484","Amour",2012,"UA",127,"Drama",7.9,94,"Michael Haneke","Jean-Louis Trintignant","Emmanuelle Riva","Isabelle Huppert","Alexandre Tharaud",93090,6739492,484,"7.5-8","A"
"485","The Irishman",2019,"R",209,"Biography",7.9,94,"Martin Scorsese","Robert De Niro","Al Pacino","Joe Pesci","Harvey Keitel",324720,7e+06,485,"7.5-8","A"
"486","Un prophète",2009,"A",155,"Crime",7.9,90,"Jacques Audiard","Tahar Rahim","Niels Arestrup","Adel Bencherif","Reda Kateb",93560,2084637,486,"7.5-8","A"
"487","Moon",2009,"R",97,"Drama",7.9,67,"Duncan Jones","Sam Rockwell","Kevin Spacey","Dominique McElligott","Rosie Shaw",335152,5009677,487,"7.5-8","B"
"488","Låt den rätte komma in",2008,"R",114,"Crime",7.9,82,"Tomas Alfredson","Kåre Hedebrant","Lina Leandersson","Per Ragnar","Henrik Dahl",205609,2122065,488,"7.5-8","B+"
"489","District 9",2009,"A",112,"Action",7.9,81,"Neill Blomkamp","Sharlto Copley","David James","Jason Cope","Nathalie Boltt",638202,115646235,489,"7.5-8","B+"
"490","The Wrestler",2008,"UA",109,"Drama",7.9,80,"Darren Aronofsky","Mickey Rourke","Marisa Tomei","Evan Rachel Wood","Mark Margolis",289415,26236603,490,"7.5-8","B+"
"491","Jab We Met",2007,"U",138,"Comedy",7.9,79,"Imtiaz Ali","Shahid Kapoor","Kareena Kapoor","Tarun Arora","Dara Singh",47720,410800,491,"7.5-8","B+"
"492","Boyhood",2014,"A",165,"Drama",7.9,100,"Richard Linklater","Ellar Coltrane","Patricia Arquette","Ethan Hawke","Elijah Smith",335533,25379975,492,"7.5-8","A"
"493","4 luni, 3 saptamâni si 2 zile",2007,"Not rated",113,"Drama",7.9,97,"Cristian Mungiu","Anamaria Marinca","Laura Vasiliu","Vlad Ivanov","Alexandru Potocean",56625,1185783,493,"7.5-8","A"
"494","Star Trek",2009,"UA",127,"Action",7.9,82,"J.J. Abrams","Chris Pine","Zachary Quinto","Simon Pegg","Leonard Nimoy",577336,257730019,494,"7.5-8","B+"
"495","In Bruges",2008,"R",107,"Comedy",7.9,67,"Martin McDonagh","Colin Farrell","Brendan Gleeson","Ciarán Hinds","Elizabeth Berrington",390334,7757130,495,"7.5-8","B"
"496","The Man from Earth",2007,"Not rated",87,"Drama",7.9,79,"Richard Schenkman","David Lee Smith","Tony Todd","John Billingsley","Ellen Crawford",174125,23530892,496,"7.5-8","B+"
"497","Letters from Iwo Jima",2006,"UA",141,"Action",7.9,89,"Clint Eastwood","Ken Watanabe","Kazunari Ninomiya","Tsuyoshi Ihara","Ryô Kase",154011,13756082,497,"7.5-8","A"
"498","The Fall",2006,"R",117,"Adventure",7.9,64,"Tarsem Singh","Lee Pace","Catinca Untaru","Justine Waddell","Kim Uylenbroek",107290,2280348,498,"7.5-8","B"
"499","Life of Pi",2012,"U",127,"Adventure",7.9,79,"Ang Lee","Suraj Sharma","Irrfan Khan","Adil Hussain","Tabu",580708,124987023,499,"7.5-8","B+"
"500","Fantastic Mr. Fox",2009,"PG",87,"Animation",7.9,83,"Wes Anderson","George Clooney","Meryl Streep","Bill Murray","Jason Schwartzman",199696,21002919,500,"7.5-8","B+"
"501","C.R.A.Z.Y.",2005,"Not rated",129,"Comedy",7.9,81,"Jean-Marc Vallée","Michel Côté","Marc-André Grondin","Danielle Proulx","Émile Vallée",31476,23530892,501,"7.5-8","B+"
"502","Les choristes",2004,"PG-13",97,"Drama",7.9,56,"Christophe Barratier","Gérard Jugnot","François Berléand","Jean-Baptiste Maunier","Kad Merad",57430,3635164,502,"7.5-8","C"
"503","Iron Man",2008,"UA",126,"Action",7.9,79,"Jon Favreau","Robert Downey Jr.","Gwyneth Paltrow","Terrence Howard","Jeff Bridges",939644,318412101,503,"7.5-8","B+"
"504","Shaun of the Dead",2004,"UA",99,"Comedy",7.9,76,"Edgar Wright","Simon Pegg","Nick Frost","Kate Ashfield","Lucy Davis",512249,13542874,504,"7.5-8","B+"
"505","Gegen die Wand",2004,"R",121,"Drama",7.9,78,"Fatih Akin","Birol Ünel","Sibel Kekilli","Güven Kiraç","Zarah Jane McKenzie",51325,23530892,505,"7.5-8","B+"
"506","Mystic River",2003,"A",138,"Crime",7.9,84,"Clint Eastwood","Sean Penn","Tim Robbins","Kevin Bacon","Emmy Rossum",419420,90135191,506,"7.5-8","B+"
"507","Harry Potter and the Prisoner of Azkaban",2004,"U",142,"Adventure",7.9,82,"Alfonso Cuarón","Daniel Radcliffe","Emma Watson","Rupert Grint","Richard Griffiths",552493,249358727,507,"7.5-8","B+"
"508","Ying xiong",2002,"PG-13",120,"Action",7.9,85,"Yimou Zhang","Jet Li","Tony Chiu-Wai Leung","Maggie Cheung","Ziyi Zhang",173999,53710019,508,"7.5-8","B+"
"509","Hable con ella",2002,"R",112,"Drama",7.9,86,"Pedro Almodóvar","Rosario Flores","Javier Cámara","Darío Grandinetti","Leonor Watling",104691,9284265,509,"7.5-8","A"
"510","No Man's Land",2001,"R",98,"Comedy",7.9,84,"Danis Tanovic","Branko Djuric","Rene Bitorajac","Filip Sovagovic","Georges Siatidis",44618,1059830,510,"7.5-8","B+"
"511","Cowboy Bebop: Tengoku no tobira",2001,"U",115,"Animation",7.9,61,"Shin'ichirô Watanabe","Tensai Okamura","Hiroyuki Okiura","Yoshiyuki Takei","Beau Billingslea",42897,1000045,511,"7.5-8","B"
"512","The Bourne Identity",2002,"UA",119,"Action",7.9,68,"Doug Liman","Franka Potente","Matt Damon","Chris Cooper","Clive Owen",508771,121661683,512,"7.5-8","B"
"513","Nueve reinas",2000,"R",114,"Crime",7.9,80,"Fabián Bielinsky","Ricardo Darín","Gastón Pauls","Graciela Tenenbaum","María Mercedes Villagra",49721,1221261,513,"7.5-8","B+"
"514","Children of Men",2006,"A",109,"Adventure",7.9,84,"Alfonso Cuarón","Julianne Moore","Clive Owen","Chiwetel Ejiofor","Michael Caine",465113,35552383,514,"7.5-8","B+"
"515","Almost Famous",2000,"A",122,"Adventure",7.9,90,"Cameron Crowe","Billy Crudup","Patrick Fugit","Kate Hudson","Frances McDormand",252586,32534850,515,"7.5-8","A"
"516","Mulholland Dr.",2001,"R",147,"Drama",7.9,85,"David Lynch","Naomi Watts","Laura Harring","Justin Theroux","Jeanne Bates",322031,7220243,516,"7.5-8","B+"
"517","Toy Story 2",1999,"U",92,"Animation",7.9,88,"John Lasseter","Ash Brannon","Lee Unkrich","Tom Hanks","Tim Allen",527512,245852179,517,"7.5-8","A"
"518","Boogie Nights",1997,"R",155,"Drama",7.9,85,"Paul Thomas Anderson","Mark Wahlberg","Julianne Moore","Burt Reynolds","Luis Guzmán",239473,26400640,518,"7.5-8","B+"
"519","Mimi wo sumaseba",1995,"U",111,"Animation",7.9,75,"Yoshifumi Kondô","Yoko Honna","Issey Takahashi","Takashi Tachibana","Shigeru Muroi",51943,23530892,519,"7.5-8","B+"
"520","Once Were Warriors",1994,"A",102,"Crime",7.9,77,"Lee Tamahori","Rena Owen","Temuera Morrison","Mamaengaroa Kerr-Bell","Julian Arahanga",31590,2201126,520,"7.5-8","B+"
"521","True Romance",1993,"R",119,"Crime",7.9,59,"Tony Scott","Christian Slater","Patricia Arquette","Dennis Hopper","Val Kilmer",206918,12281500,521,"7.5-8","B"
"522","Trois couleurs: Bleu",1993,"U",94,"Drama",7.9,85,"Krzysztof Kieslowski","Juliette Binoche","Zbigniew Zamachowski","Julie Delpy","Benoît Régent",89836,1324974,522,"7.5-8","B+"
"523","Jûbê ninpûchô",1993,"A",94,"Animation",7.9,79,"Yoshiaki Kawajiri","Kôichi Yamadera","Emi Shinohara","Takeshi Aono","Osamu Saka",34529,23530892,523,"7.5-8","B+"
"524","Carlito's Way",1993,"A",144,"Crime",7.9,65,"Brian De Palma","Al Pacino","Sean Penn","Penelope Ann Miller","John Leguizamo",201000,36948322,524,"7.5-8","B"
"525","Edward Scissorhands",1990,"U",105,"Drama",7.9,74,"Tim Burton","Johnny Depp","Winona Ryder","Dianne Wiest","Anthony Michael Hall",447368,56362352,525,"7.5-8","B+"
"526","My Left Foot: The Story of Christy Brown",1989,"U",103,"Biography",7.9,97,"Jim Sheridan","Daniel Day-Lewis","Brenda Fricker","Alison Whelan","Kirsten Sheridan",68076,14743391,526,"7.5-8","A"
"527","Crimes and Misdemeanors",1989,"PG-13",104,"Comedy",7.9,77,"Woody Allen","Martin Landau","Woody Allen","Bill Bernstein","Claire Bloom",54670,18254702,527,"7.5-8","B+"
"528","The Untouchables",1987,"A",119,"Crime",7.9,79,"Brian De Palma","Kevin Costner","Sean Connery","Robert De Niro","Charles Martin Smith",281842,76270454,528,"7.5-8","B+"
"529","Hannah and Her Sisters",1986,"PG-13",107,"Comedy",7.9,90,"Woody Allen","Mia Farrow","Dianne Wiest","Michael Caine","Barbara Hershey",67176,40084041,529,"7.5-8","A"
"530","Brazil",1985,"U",132,"Drama",7.9,84,"Terry Gilliam","Jonathan Pryce","Kim Greist","Robert De Niro","Katherine Helmond",187567,9929135,530,"7.5-8","B+"
"531","This Is Spinal Tap",1984,"R",82,"Comedy",7.9,92,"Rob Reiner","Rob Reiner","Michael McKean","Christopher Guest","Kimberly Stringer",128812,188751,531,"7.5-8","A"
"532","A Christmas Story",1983,"U",93,"Comedy",7.9,77,"Bob Clark","Peter Billingsley","Melinda Dillon","Darren McGavin","Scott Schwartz",132947,20605209,532,"7.5-8","B+"
"533","The Blues Brothers",1980,"U",133,"Action",7.9,60,"John Landis","John Belushi","Dan Aykroyd","Cab Calloway","John Candy",183182,57229890,533,"7.5-8","B"
"534","Manhattan",1979,"R",96,"Comedy",7.9,83,"Woody Allen","Woody Allen","Diane Keaton","Mariel Hemingway","Michael Murphy",131436,45700000,534,"7.5-8","B+"
"535","All That Jazz",1979,"A",123,"Drama",7.9,72,"Bob Fosse","Roy Scheider","Jessica Lange","Ann Reinking","Leland Palmer",28223,37823676,535,"7.5-8","B+"
"536","Dawn of the Dead",1978,"A",127,"Action",7.9,71,"George A. Romero","David Emge","Ken Foree","Scott H. Reiniger","Gaylen Ross",111512,5100000,536,"7.5-8","B"
"537","All the President's Men",1976,"U",138,"Biography",7.9,84,"Alan J. Pakula","Dustin Hoffman","Robert Redford","Jack Warden","Martin Balsam",103031,70600000,537,"7.5-8","B+"
"538","La montaña sagrada",1973,"R",114,"Adventure",7.9,76,"Alejandro Jodorowsky","Alejandro Jodorowsky","Horacio Salinas","Zamira Saunders","Juan Ferrara",37183,61001,538,"7.5-8","B+"
"539","Amarcord",1973,"R",123,"Comedy",7.9,79,"Federico Fellini","Magali Noël","Bruno Zanin","Pupella Maggio","Armando Brancia",39897,23530892,539,"7.5-8","B+"
"540","Le charme discret de la bourgeoisie",1972,"PG",102,"Comedy",7.9,93,"Luis Buñuel","Fernando Rey","Delphine Seyrig","Paul Frankeur","Bulle Ogier",38737,198809,540,"7.5-8","A"
"541","Aguirre, der Zorn Gottes",1972,"Not rated",95,"Action",7.9,79,"Werner Herzog","Klaus Kinski","Ruy Guerra","Helena Rojo","Del Negro",52397,23530892,541,"7.5-8","B+"
"542","Harold and Maude",1971,"PG",91,"Comedy",7.9,62,"Hal Ashby","Ruth Gordon","Bud Cort","Vivian Pickles","Cyril Cusack",70826,23530892,542,"7.5-8","B"
"543","Patton",1970,"U",172,"Biography",7.9,91,"Franklin J. Schaffner","George C. Scott","Karl Malden","Stephen Young","Michael Strong",93741,61700000,543,"7.5-8","A"
"544","The Wild Bunch",1969,"A",145,"Action",7.9,97,"Sam Peckinpah","William Holden","Ernest Borgnine","Robert Ryan","Edmond O'Brien",77401,12064472,544,"7.5-8","A"
"545","Night of the Living Dead",1968,"Not rated",96,"Horror",7.9,89,"George A. Romero","Duane Jones","Judith O'Dea","Karl Hardman","Marilyn Eastman",116557,89029,545,"7.5-8","A"
"546","The Lion in Winter",1968,"PG",134,"Biography",7.9,79,"Anthony Harvey","Peter O'Toole","Katharine Hepburn","Anthony Hopkins","John Castle",29003,22276975,546,"7.5-8","B+"
"547","In the Heat of the Night",1967,"U",110,"Crime",7.9,75,"Norman Jewison","Sidney Poitier","Rod Steiger","Warren Oates","Lee Grant",67804,24379978,547,"7.5-8","B+"
"548","Charade",1963,"U",113,"Comedy",7.9,83,"Stanley Donen","Cary Grant","Audrey Hepburn","Walter Matthau","James Coburn",68689,13474588,548,"7.5-8","B+"
"549","The Manchurian Candidate",1962,"PG-13",126,"Drama",7.9,94,"John Frankenheimer","Frank Sinatra","Laurence Harvey","Janet Leigh","Angela Lansbury",71122,23530892,549,"7.5-8","A"
"550","Spartacus",1960,"A",197,"Adventure",7.9,87,"Stanley Kubrick","Kirk Douglas","Laurence Olivier","Jean Simmons","Charles Laughton",124339,3e+07,550,"7.5-8","A"
"551","L'avventura",1960,"U",144,"Drama",7.9,79,"Michelangelo Antonioni","Gabriele Ferzetti","Monica Vitti","Lea Massari","Dominique Blanchar",26542,23530892,551,"7.5-8","B+"
"552","Hiroshima mon amour",1959,"Not rated",90,"Drama",7.9,79,"Alain Resnais","Emmanuelle Riva","Eiji Okada","Stella Dassas","Pierre Barbaud",28421,88300,552,"7.5-8","B+"
"553","The Ten Commandments",1956,"U",220,"Adventure",7.9,79,"Cecil B. DeMille","Charlton Heston","Yul Brynner","Anne Baxter","Edward G. Robinson",63560,93740000,553,"7.5-8","B+"
"554","The Searchers",1956,"Passed",119,"Adventure",7.9,94,"John Ford","John Wayne","Jeffrey Hunter","Vera Miles","Ward Bond",80316,23530892,554,"7.5-8","A"
"555","East of Eden",1955,"U",118,"Drama",7.9,72,"Elia Kazan","James Dean","Raymond Massey","Julie Harris","Burl Ives",40313,23530892,555,"7.5-8","B+"
"556","High Noon",1952,"PG",85,"Drama",7.9,89,"Fred Zinnemann","Gary Cooper","Grace Kelly","Thomas Mitchell","Lloyd Bridges",97222,9450000,556,"7.5-8","A"
"557","Strangers on a Train",1951,"A",101,"Crime",7.9,88,"Alfred Hitchcock","Farley Granger","Robert Walker","Ruth Roman","Leo G. Carroll",123341,7630000,557,"7.5-8","A"
"558","Harvey",1950,"Approved",104,"Comedy",7.9,79,"Henry Koster","James Stewart","Wallace Ford","William H. Lynn","Victoria Horne",52573,23530892,558,"7.5-8","B+"
"559","Miracle on 34th Street",1947,"Not rated",96,"Comedy",7.9,88,"George Seaton","Edmund Gwenn","Maureen O'Hara","John Payne","Gene Lockhart",41625,2650000,559,"7.5-8","A"
"560","Notorious",1946,"U",102,"Drama",7.9,100,"Alfred Hitchcock","Cary Grant","Ingrid Bergman","Claude Rains","Louis Calhern",92306,10464000,560,"7.5-8","A"
"561","The Big Sleep",1946,"Passed",114,"Crime",7.9,79,"Howard Hawks","Humphrey Bogart","Lauren Bacall","John Ridgely","Martha Vickers",78796,6540000,561,"7.5-8","B+"
"562","The Lost Weekend",1945,"Passed",101,"Drama",7.9,79,"Billy Wilder","Ray Milland","Jane Wyman","Phillip Terry","Howard Da Silva",33549,9460000,562,"7.5-8","B+"
"563","The Philadelphia Story",1940,"Not rated",112,"Comedy",7.9,96,"George Cukor","Cary Grant","Katharine Hepburn","James Stewart","Ruth Hussey",63550,23530892,563,"7.5-8","A"
"564","His Girl Friday",1940,"Passed",92,"Comedy",7.9,79,"Howard Hawks","Cary Grant","Rosalind Russell","Ralph Bellamy","Gene Lockhart",53667,296000,564,"7.5-8","B+"
"565","The Adventures of Robin Hood",1938,"PG",102,"Action",7.9,97,"Michael Curtiz","William Keighley","Errol Flynn","Olivia de Havilland","Basil Rathbone",47175,3981000,565,"7.5-8","A"
"566","A Night at the Opera",1935,"Passed",96,"Comedy",7.9,79,"Sam Wood","Edmund Goulding","Groucho Marx","Chico Marx","Harpo Marx",30580,2537520,566,"7.5-8","B+"
"567","King Kong",1933,"Passed",100,"Adventure",7.9,90,"Merian C. Cooper","Ernest B. Schoedsack","Fay Wray","Robert Armstrong","Bruce Cabot",78991,1e+07,567,"7.5-8","A"
"568","Freaks",1932,"Not rated",64,"Drama",7.9,80,"Tod Browning","Wallace Ford","Leila Hyams","Olga Baclanova","Roscoe Ates",42117,23530892,568,"7.5-8","B+"
"569","Nosferatu",1922,"Not rated",94,"Fantasy",7.9,79,"F.W. Murnau","Max Schreck","Alexander Granach","Gustav von Wangenheim","Greta Schröder",88794,23530892,569,"7.5-8","B+"
"570","The Gentlemen",2019,"A",113,"Action",7.8,51,"Guy Ritchie","Matthew McConaughey","Charlie Hunnam","Michelle Dockery","Jeremy Strong",237392,23530892,570,"7.5-8","C"
"571","Raazi",2018,"UA",138,"Action",7.8,79,"Meghna Gulzar","Alia Bhatt","Vicky Kaushal","Rajit Kapoor","Shishir Sharma",25344,23530892,571,"7.5-8","B+"
"572","Sound of Metal",2019,"R",120,"Drama",7.8,81,"Darius Marder","Riz Ahmed","Olivia Cooke","Paul Raci","Lauren Ridloff",27187,23530892,572,"7.5-8","B+"
"573","Forushande",2016,"UA",124,"Drama",7.8,85,"Asghar Farhadi","Shahab Hosseini","Taraneh Alidoosti","Babak Karimi","Mina Sadati",51240,2402067,573,"7.5-8","B+"
"574","Dunkirk",2017,"UA",106,"Action",7.8,94,"Christopher Nolan","Fionn Whitehead","Barry Keoghan","Mark Rylance","Tom Hardy",555092,188373161,574,"7.5-8","A"
"575","Perfetti sconosciuti",2016,"Not rated",96,"Comedy",7.8,79,"Paolo Genovese","Giuseppe Battiston","Anna Foglietta","Marco Giallini","Edoardo Leo",57168,23530892,575,"7.5-8","B+"
"576","Hidden Figures",2016,"UA",127,"Biography",7.8,74,"Theodore Melfi","Taraji P. Henson","Octavia Spencer","Janelle Monáe","Kevin Costner",200876,169607287,576,"7.5-8","B+"
"577","Paddington 2",2017,"U",103,"Adventure",7.8,88,"Paul King","Ben Whishaw","Hugh Grant","Hugh Bonneville","Sally Hawkins",61594,40442052,577,"7.5-8","A"
"578","Udta Punjab",2016,"A",148,"Action",7.8,79,"Abhishek Chaubey","Shahid Kapoor","Alia Bhatt","Kareena Kapoor","Diljit Dosanjh",27175,23530892,578,"7.5-8","B+"
"579","Kubo and the Two Strings",2016,"PG",101,"Animation",7.8,84,"Travis Knight","Charlize Theron","Art Parkinson","Matthew McConaughey","Ralph Fiennes",118035,48023088,579,"7.5-8","B+"
"580","M.S. Dhoni: The Untold Story",2016,"U",184,"Biography",7.8,79,"Neeraj Pandey","Sushant Singh Rajput","Kiara Advani","Anupam Kher","Disha Patani",40416,1782795,580,"7.5-8","B+"
"581","Manchester by the Sea",2016,"UA",137,"Drama",7.8,96,"Kenneth Lonergan","Casey Affleck","Michelle Williams","Kyle Chandler","Lucas Hedges",246963,47695120,581,"7.5-8","A"
"582","Under sandet",2015,"R",100,"Drama",7.8,75,"Martin Zandvliet","Roland Møller","Louis Hofmann","Joel Basman","Mikkel Boe Følsgaard",35539,435266,582,"7.5-8","B+"
"583","Rogue One",2016,"UA",133,"Action",7.8,65,"Gareth Edwards","Felicity Jones","Diego Luna","Alan Tudyk","Donnie Yen",556608,532177324,583,"7.5-8","B"
"584","Captain America: Civil War",2016,"UA",147,"Action",7.8,75,"Anthony Russo","Joe Russo","Chris Evans","Robert Downey Jr.","Scarlett Johansson",663649,408084349,584,"7.5-8","B+"
"585","The Hateful Eight",2015,"A",168,"Crime",7.8,68,"Quentin Tarantino","Samuel L. Jackson","Kurt Russell","Jennifer Jason Leigh","Walton Goggins",517059,54117416,585,"7.5-8","B"
"586","Little Women",2019,"U",135,"Drama",7.8,91,"Greta Gerwig","Saoirse Ronan","Emma Watson","Florence Pugh","Eliza Scanlen",143250,108101214,586,"7.5-8","A"
"587","Loving Vincent",2017,"UA",94,"Animation",7.8,62,"Dorota Kobiela","Hugh Welchman","Douglas Booth","Jerome Flynn","Robert Gulaczyk",50778,6735118,587,"7.5-8","B"
"588","Pride",2014,"R",119,"Biography",7.8,79,"Matthew Warchus","Bill Nighy","Imelda Staunton","Dominic West","Paddy Considine",51841,23530892,588,"7.5-8","B+"
"589","Le passé",2013,"PG-13",130,"Drama",7.8,85,"Asghar Farhadi","Bérénice Bejo","Tahar Rahim","Ali Mosaffa","Pauline Burlet",45002,1330596,589,"7.5-8","B+"
"590","La grande bellezza",2013,"Not rated",141,"Drama",7.8,86,"Paolo Sorrentino","Toni Servillo","Carlo Verdone","Sabrina Ferilli","Carlo Buccirosso",81125,2852400,590,"7.5-8","A"
"591","The Lunchbox",2013,"U",104,"Drama",7.8,76,"Ritesh Batra","Irrfan Khan","Nimrat Kaur","Nawazuddin Siddiqui","Lillete Dubey",50523,4231500,591,"7.5-8","B+"
"592","Vicky Donor",2012,"UA",126,"Comedy",7.8,79,"Shoojit Sircar","Ayushmann Khurrana","Yami Gautam","Annu Kapoor","Dolly Ahluwalia",39710,169209,592,"7.5-8","B+"
"593","Big Hero 6",2014,"U",102,"Animation",7.8,74,"Don Hall","Chris Williams","Ryan Potter","Scott Adsit","Jamie Chung",410983,222527828,593,"7.5-8","B+"
"594","About Time",2013,"R",123,"Comedy",7.8,55,"Richard Curtis","Domhnall Gleeson","Rachel McAdams","Bill Nighy","Lydia Wilson",303032,15322921,594,"7.5-8","C"
"595","English Vinglish",2012,"U",134,"Comedy",7.8,79,"Gauri Shinde","Sridevi","Adil Hussain","Mehdi Nebbou","Priya Anand",33618,1670773,595,"7.5-8","B+"
"596","Kaze tachinu",2013,"PG-13",126,"Animation",7.8,83,"Hayao Miyazaki","Hideaki Anno","Hidetoshi Nishijima","Miori Takimoto","Masahiko Nishimura",73690,5209580,596,"7.5-8","B+"
"597","Toy Story 4",2019,"U",100,"Animation",7.8,84,"Josh Cooley","Tom Hanks","Tim Allen","Annie Potts","Tony Hale",203177,434038008,597,"7.5-8","B+"
"598","La migliore offerta",2013,"R",131,"Crime",7.8,49,"Giuseppe Tornatore","Geoffrey Rush","Jim Sturgess","Sylvia Hoeks","Donald Sutherland",108399,85433,598,"7.5-8","C"
"599","Moonrise Kingdom",2012,"A",94,"Comedy",7.8,84,"Wes Anderson","Jared Gilman","Kara Hayward","Bruce Willis","Bill Murray",318789,45512466,599,"7.5-8","B+"
"600","How to Train Your Dragon 2",2014,"U",102,"Animation",7.8,76,"Dean DeBlois","Jay Baruchel","Cate Blanchett","Gerard Butler","Craig Ferguson",305611,177002924,600,"7.5-8","B+"
"601","The Big Short",2015,"A",130,"Biography",7.8,81,"Adam McKay","Christian Bale","Steve Carell","Ryan Gosling","Brad Pitt",362942,70259870,601,"7.5-8","B+"
"602","Kokuhaku",2010,"Not rated",106,"Drama",7.8,79,"Tetsuya Nakashima","Takako Matsu","Yoshino Kimura","Masaki Okada","Yukito Nishii",35713,23530892,602,"7.5-8","B+"
"603","Ang-ma-reul bo-at-da",2010,"Not rated",144,"Action",7.8,67,"Jee-woon Kim","Lee Byung-Hun","Choi Min-sik","Jeon Gook-Hwan","Ho-jin Chun",111252,128392,603,"7.5-8","B"
"604","The Girl with the Dragon Tattoo",2011,"R",158,"Crime",7.8,71,"David Fincher","Daniel Craig","Rooney Mara","Christopher Plummer","Stellan Skarsgård",423010,102515793,604,"7.5-8","B"
"605","Captain Phillips",2013,"UA",134,"Adventure",7.8,82,"Paul Greengrass","Tom Hanks","Barkhad Abdi","Barkhad Abdirahman","Catherine Keener",421244,107100855,605,"7.5-8","B+"
"606","Ajeossi",2010,"R",119,"Action",7.8,79,"Jeong-beom Lee","Won Bin","Sae-ron Kim","Tae-hoon Kim","Hee-won Kim",62848,6460,606,"7.5-8","B+"
"607","Straight Outta Compton",2015,"R",147,"Biography",7.8,72,"F. Gary Gray","O'Shea Jackson Jr.","Corey Hawkins","Jason Mitchell","Neil Brown Jr.",179264,161197785,607,"7.5-8","B+"
"608","Madeo",2009,"R",129,"Crime",7.8,79,"Bong Joon Ho","Hye-ja Kim","Won Bin","Jin Goo","Je-mun Yun",52758,547292,608,"7.5-8","B+"
"609","Chugyeokja",2008,"Not rated",125,"Action",7.8,64,"Hong-jin Na","Kim Yoon-seok","Jung-woo Ha","Yeong-hie Seo","Yoo-Jeong Kim",58468,23530892,609,"7.5-8","B"
"610","The Hobbit: The Desolation of Smaug",2013,"UA",161,"Adventure",7.8,66,"Peter Jackson","Ian McKellen","Martin Freeman","Richard Armitage","Ken Stott",601408,258366855,610,"7.5-8","B"
